epoch;auc;categorical_crossentropy;loss;val_auc;val_categorical_crossentropy;val_loss
0;0.6398428678512573;0.6699629426002502;0.6766868912896444;0.6545858383178711;0.6556222438812256;0.6634157254145696
1;0.7401072978973389;0.6289480924606323;0.6382826437321745;0.6242603659629822;0.6644748449325562;0.663613158922929
2;0.7361035943031311;0.6113607883453369;0.615269943725231;0.634615421295166;0.6464940309524536;0.6659709490262545
3;0.7676821947097778;0.5753805041313171;0.589176102202068;0.6464496850967407;0.6566559672355652;0.6667669186225305
4;0.7735262513160706;0.5811237692832947;0.5795455450235412;0.6538461446762085;0.6841141581535339;0.6768560317846445
5;0.7761703133583069;0.614993155002594;0.5738049930380297;0.6286982297897339;0.7419435977935791;0.7062315115561852
6;0.7733008861541748;0.5716813206672668;0.573579866294713;0.6538461446762085;0.6416983008384705;0.6694497420237615
7;0.7848986983299255;0.5493131279945374;0.5656905825748;0.6420118808746338;0.6715567111968994;0.6776107137019818
8;0.7853644490242004;0.5682157874107361;0.5629893670710482;0.639053225517273;0.7030777931213379;0.6882154849859384
9;0.7936947345733643;0.5993019342422485;0.5570140541061874;0.6671597361564636;0.6590899229049683;0.6766787675710825
10;0.7969697713851929;0.5595722198486328;0.5576699482378109;0.6568047404289246;0.6275964379310608;0.671500238088461
11;0.7998918294906616;0.5641576051712036;0.5508623802384665;0.6619822382926941;0.7016187906265259;0.6849948763847351
12;0.8140361309051514;0.5238931775093079;0.5354469464730847;0.7071005702018738;0.6475266814231873;0.663989048737746
13;0.8158689737319946;0.5422351956367493;0.5320737283359203;0.6849112510681152;0.6609705686569214;0.6990387944074777
14;0.8277221918106079;0.5264906883239746;0.5221796691879745;0.6863905191421509;0.6387463808059692;0.6743551171742953
15;0.8198575973510742;0.5346851944923401;0.5290762703548106;0.6775147914886475;0.6582590341567993;0.6687260499367347
16;0.8323268294334412;0.5123387575149536;0.512216565220855;0.6908283829689026;0.7066808342933655;0.6816103641803448
17;0.8302911520004272;0.5309355854988098;0.511835823687472;0.6893491148948669;0.7074413299560547;0.6881113052368164
18;0.83376145362854;0.49602580070495605;0.5099414196587349;0.7026627063751221;0.6685589551925659;0.649219810962677
19;0.8289616107940674;0.5402336716651917;0.5131248226461484;0.6849112510681152;0.6271675825119019;0.6827313326872312
20;0.8423246145248413;0.4992469847202301;0.5066805398741434;0.6849112510681152;0.6527209281921387;0.656102295105274
21;0.8396880626678467;0.48448702692985535;0.5032696131356927;0.7056213617324829;0.6164380311965942;0.6781914004912744
22;0.842745304107666;0.4734838604927063;0.493836986810662;0.6997041702270508;0.7271041870117188;0.6827234809215252
23;0.8491151332855225;0.49056071043014526;0.48612393565880235;0.6937869787216187;0.6322697401046753;0.6964769409253047
24;0.845412015914917;0.47981318831443787;0.49199561716974244;0.692307710647583;0.6702054738998413;0.6976581949454087
25;0.8512709736824036;0.4723246991634369;0.48471562830052634;0.6915680170059204;0.702283501625061;0.6953840439136212
26;0.8483864665031433;0.47220543026924133;0.48553306522757506;0.6937869787216187;0.6627618670463562;0.6874429904497587
27;0.8468616604804993;0.5189455151557922;0.48778469248335493;0.673076868057251;0.7567852735519409;0.7187371941713186
28;0.8471471071243286;0.4792070984840393;0.49225910354492275;0.709319531917572;0.6623924970626831;0.6496379329608037
29;0.8526455760002136;0.46683183312416077;0.482409092344979;0.7071006298065186;0.6566506624221802;0.6731412135637723
