epoch;auc;categorical_crossentropy;loss;val_auc;val_categorical_crossentropy;val_loss
0;0.6455250382423401;0.6618558764457703;0.6618558502197266;0.4911242425441742;0.759496808052063;0.7228460266039922
1;0.6990343332290649;0.634956419467926;0.6349564242362976;0.5473372936248779;0.6989879012107849;0.7111506462097168
2;0.7209500074386597;0.620664119720459;0.620664176940918;0.5650887489318848;0.710746169090271;0.706023225417504
3;0.7338781356811523;0.6107754707336426;0.6107755208015442;0.6050295829772949;0.7256873846054077;0.6985804897088271
4;0.7365437746047974;0.6083996891975403;0.6083997309207916;0.6405324935913086;0.6786655187606812;0.6855023274054894
5;0.7452062368392944;0.6000314354896545;0.6000313866138458;0.6449704170227051;0.6721441149711609;0.6902161790774419
6;0.752790629863739;0.5922746062278748;0.5922746276855468;0.639053225517273;0.7029200792312622;0.7013004284638625
7;0.753290593624115;0.5907281637191772;0.5907281374931336;0.6479289531707764;0.6515312194824219;0.7132555017104516
8;0.762274980545044;0.5834780335426331;0.5834780704975128;0.6523668766021729;0.7063619494438171;0.694310302917774
9;0.7684125304222107;0.5777648687362671;0.5777648782730103;0.6360946297645569;0.7593892812728882;0.7345395363294162
10;0.7769030928611755;0.5702323317527771;0.5702323341369628;0.6434911489486694;0.6704842448234558;0.7269690770369309
11;0.7797062993049622;0.5672872066497803;0.567287164926529;0.649408221244812;0.7137787938117981;0.7039730090361375
12;0.7846218943595886;0.5593388080596924;0.5593387877941132;0.6360946893692017;0.7608112096786499;0.732416923229511
13;0.794459342956543;0.5513014197349548;0.5513014328479767;0.6449704170227051;0.7247545719146729;0.7124742728013259
14;0.787512481212616;0.557773768901825;0.5577736985683441;0.6760355234146118;0.678398072719574;0.6916360946801993
15;0.8050218820571899;0.5398914217948914;0.5398914420604706;0.6264792680740356;0.7627462148666382;0.7458719886266268
16;0.8108406066894531;0.5312933921813965;0.5312933993339538;0.6671597361564636;0.6963716745376587;0.6919109546221219
17;0.8219968676567078;0.522937536239624;0.5229375576972961;0.673076868057251;0.6490676403045654;0.6780180518443768
18;0.8143156170845032;0.5250521898269653;0.5250522422790528;0.6294378042221069;0.7308313846588135;0.7341511020293603
19;0.8281406164169312;0.510994553565979;0.5109946262836457;0.6745562553405762;0.6987483501434326;0.6921242475509644
20;0.8357125520706177;0.49763554334640503;0.4976355242729187;0.673076868057251;0.6693066358566284;0.6876231569510239
21;0.8390468955039978;0.4914594888687134;0.4914594578742981;0.6775147914886475;0.650708794593811;0.6824471858831552
22;0.8444156050682068;0.4876388609409332;0.48763885617256164;0.6479289531707764;0.7155050039291382;0.7171361721478976
23;0.8455437421798706;0.482939749956131;0.4829397964477539;0.6405324935913086;0.7275353074073792;0.708026817211738
24;0.8600156307220459;0.4663345217704773;0.46633453488349913;0.6434911489486694;0.7674978375434875;0.750514764052171
25;0.8583531379699707;0.4691118001937866;0.4691117739677429;0.63165682554245;0.8228622674942017;0.7533641228309045
26;0.8652406334877014;0.4542917013168335;0.45429166555404665;0.6050295829772949;0.7751944065093994;0.7832209192789518
27;0.8702906370162964;0.45469895005226135;0.45469892144203183;0.6360946297645569;0.8041489124298096;0.7666978148313669
28;0.8662781119346619;0.4528152048587799;0.45281524300575254;0.5547337532043457;0.9005643725395203;0.8668418939297016
29;0.879812479019165;0.43613487482070923;0.4361349165439606;0.6198225021362305;0.7809500694274902;0.7974924124204196
