epoch;auc;categorical_crossentropy;loss;val_auc;val_categorical_crossentropy;val_loss
0;0.5853243470191956;0.6730002164840698;0.6653271578905875;0.6360946893692017;0.6536627411842346;0.6651510137778062
1;0.6870864033699036;0.6347287893295288;0.6368854098152696;0.7248520851135254;0.6476062536239624;0.6506568239285395
2;0.7461142539978027;0.6243945360183716;0.6179961583070588;0.7485206723213196;0.6356127262115479;0.639295912705935
3;0.7569829225540161;0.5971351861953735;0.6051456436776278;0.7544378638267517;0.6090589761734009;0.6278737783432007
4;0.7619267702102661;0.5943273305892944;0.5913893298098916;0.7810651063919067;0.5988941192626953;0.6141763742153461
5;0.765350878238678;0.5795759558677673;0.5829459062793798;0.7825443744659424;0.6088477373123169;0.604200555728032
6;0.7600511908531189;0.5803619027137756;0.5815633002080416;0.7781064510345459;0.6023223400115967;0.5961062954022334
7;0.7677555084228516;0.5709372162818909;0.5746937937903822;0.7884615063667297;0.5762801170349121;0.5893515302584722
8;0.7711795568466187;0.5899147391319275;0.5732342924988061;0.7899408340454102;0.5628536343574524;0.584366119824923
9;0.7733821868896484;0.5692439675331116;0.5711472055368256;0.7869822382926941;0.5753622055053711;0.5806063826267536
10;0.7708622217178345;0.5725200176239014;0.5756669494143704;0.8239644765853882;0.5698521733283997;0.5759623417487512
11;0.7769602537155151;0.5692862272262573;0.5685758548870421;0.7958580255508423;0.5835018157958984;0.577053400186392
12;0.7791147828102112;0.5630316138267517;0.5664666995667574;0.8313608765602112;0.5622320771217346;0.567262209378756
13;0.7776046991348267;0.5564737915992737;0.56793881508342;0.807692289352417;0.6020282506942749;0.574148260630094
14;0.7855109572410583;0.5756169557571411;0.5598260561625162;0.8365384340286255;0.5638408064842224;0.5611618298750657
15;0.7851454019546509;0.571551501750946;0.5595403041755944;0.8254438042640686;0.5683990716934204;0.5603727881725018
16;0.790473997592926;0.5652183890342712;0.5551844751625731;0.818047285079956;0.5563855767250061;0.5533585456701425
17;0.794946551322937;0.5862299203872681;0.553087357889142;0.8291420340538025;0.5480484962463379;0.5420100047038152
18;0.8014004230499268;0.541766881942749;0.5452605768253929;0.8136094808578491;0.5202454328536987;0.5425786375999451
19;0.8017081618309021;0.5545998215675354;0.5439847289470204;0.8150887489318848;0.5456714034080505;0.5387007548258855
20;0.8148564696311951;0.528668999671936;0.5342082391705429;0.7973372936248779;0.5499839782714844;0.5466412076583276
21;0.8088161945343018;0.5220616459846497;0.5375588233010811;0.7914201021194458;0.5112049579620361;0.5381251436013442
22;0.7919455766677856;0.5630666613578796;0.5594341357549032;0.7559171915054321;0.5568616986274719;0.5729969304341537
23;0.8177419900894165;0.5284013748168945;0.5288756395641127;0.8121302127838135;0.5058766603469849;0.5361838317834414
24;0.8110380172729492;0.5322983860969543;0.5321540121446576;0.8284024000167847;0.5259873867034912;0.529555985560784
25;0.8279759287834167;0.5385579466819763;0.5194162151269746;0.8284023404121399;0.5180892944335938;0.5268245316468753
26;0.8247537612915039;0.5537071228027344;0.5202646903824388;0.8165680170059204;0.48940539360046387;0.5168097592317141
27;0.8249942064285278;0.5238903760910034;0.5193882082637987;0.8150887489318848;0.5409131050109863;0.5325703666760371
28;0.8220606446266174;0.5358468294143677;0.5204700315207765;0.8165680766105652;0.5258287787437439;0.5283337281300471
29;0.8256963491439819;0.5033339262008667;0.5180659759462926;0.8165680170059204;0.5435201525688171;0.5397522953840402
