epoch;auc;categorical_crossentropy;loss;val_auc;val_categorical_crossentropy;val_loss
0;0.6749552488327026;0.6517580151557922;0.6517511752613804;0.77920001745224;0.6345603466033936;0.5999355506896973
1;0.7305949926376343;0.6120887398719788;0.6142772467512834;0.7775999903678894;0.5684850215911865;0.5668033409118652
2;0.7366593480110168;0.6038487553596497;0.6022600981227139;0.7920000553131104;0.5753961801528931;0.5464477849006653
3;0.7526137828826904;0.589558482170105;0.589806055813505;0.8032000064849854;0.5501730442047119;0.551095724105835
4;0.7599164843559265;0.5836805701255798;0.581585354972304;0.8095999956130981;0.5284285545349121;0.5492809891700745
5;0.77237468957901;0.5724754333496094;0.5745968985975834;0.8159999847412109;0.4938237965106964;0.5508330869674682
6;0.7850179672241211;0.5638371706008911;0.5642478340550473;0.806399941444397;0.5275671482086182;0.5554624688625336
7;0.8019583225250244;0.5470244884490967;0.5456921322303906;0.8064000010490417;0.592374324798584;0.5445483303070069
8;0.8033168911933899;0.5442774295806885;0.5450187137252406;0.7872000336647034;0.5018903017044067;0.5613238441944123
9;0.8043123483657837;0.5365669131278992;0.5424989051463311;0.795199990272522;0.5014889240264893;0.5615726149082184
10;0.8200551867485046;0.5193957090377808;0.5241187089367917;0.8064000606536865;0.588425874710083;0.5413520789146423
11;0.8144909739494324;0.5292407870292664;0.5298018120882804;0.7696000337600708;0.5556699633598328;0.5783510792255402
12;0.8276008367538452;0.5159168243408203;0.5132441907598261;0.769599974155426;0.5748575925827026;0.5808638048171997
13;0.8322993516921997;0.510781466960907;0.5098206965546859;0.7599999904632568;0.6229007244110107;0.587056291103363
14;0.8345885276794434;0.5090067386627197;0.5101810087237442;0.7775999903678894;0.5455275177955627;0.563960132598877
15;0.8250904083251953;0.5200878977775574;0.5176513226408708;0.7807999849319458;0.607842206954956;0.5609513521194458
16;0.8397560119628906;0.5042358040809631;0.5032618505912915;0.7688000202178955;0.5587849617004395;0.5752923035621643
17;0.8451879024505615;0.49940818548202515;0.49148804367634286;0.7712000012397766;0.5683220028877258;0.581995062828064
18;0.8415570259094238;0.49420082569122314;0.4944048492532027;0.7559999823570251;0.5505789518356323;0.5853710865974426
19;0.8530533313751221;0.4828885495662689;0.4808312319872672;0.7567999958992004;0.509341835975647;0.5823610091209411
20;0.8532962203025818;0.4793679714202881;0.479695866505305;0.7351999878883362;0.6365613341331482;0.6030745029449462
21;0.8574801683425903;0.4750678837299347;0.4747531727740639;0.753600001335144;0.5814899802207947;0.5869253182411194
22;0.852500319480896;0.4834944009780884;0.477976589872126;0.753600001335144;0.5926843881607056;0.5871549773216248
23;0.8643524646759033;0.47307726740837097;0.47108759691840724;0.7487999796867371;0.6188877820968628;0.6046657490730286
24;0.8633954524993896;0.4656607210636139;0.46767637551876534;0.753600001335144;0.5661720037460327;0.6006580960750579
25;0.8676083087921143;0.4648309350013733;0.457915817436419;0.7583999633789062;0.5761833786964417;0.6011663830280304
26;0.8700826168060303;0.451518714427948;0.4544045627117157;0.7440000176429749;0.5672817230224609;0.6195381534099579
27;0.876928448677063;0.44867298007011414;0.4425244132677714;0.7200000286102295;0.5870583653450012;0.661273854970932
28;0.881754457950592;0.4418277144432068;0.4373138405774769;0.7391999959945679;0.6300389766693115;0.6515396356582641
29;0.8849068880081177;0.4268154203891754;0.4302159317752771;0.7152000069618225;0.6710900664329529;0.6806425714492798
