epoch;auc;categorical_crossentropy;loss;val_auc;val_categorical_crossentropy;val_loss
0;0.5404468774795532;0.6890542507171631;0.6890542697906494;0.6416000127792358;0.6710127592086792;0.6662542510032654
1;0.6868875026702881;0.6341943144798279;0.6341943764686584;0.6959999799728394;0.6792117357254028;0.6399600481987
2;0.7324687242507935;0.6087314486503601;0.608731460571289;0.6976000070571899;0.6515795588493347;0.6409351062774659
3;0.747740626335144;0.5934946537017822;0.5934946882724762;0.7087999582290649;0.6601282358169556;0.6387604570388794
4;0.7626187801361084;0.5805773735046387;0.580577437877655;0.7071999907493591;0.6138414740562439;0.6457643175125122
5;0.7644405961036682;0.578931987285614;0.5789319503307343;0.7063999772071838;0.6497803926467896;0.6441230916976929
6;0.7662062644958496;0.5767576694488525;0.5767577791213989;0.6976000070571899;0.5825443863868713;0.6475604104995728
7;0.774706244468689;0.568430483341217;0.568430427312851;0.704800009727478;0.734135091304779;0.6515412616729737
8;0.7812812328338623;0.5632497072219849;0.5632496583461761;0.7023999691009521;0.6181772947311401;0.6510259771347046
9;0.7882843613624573;0.5570724606513977;0.5570724129676818;0.7064000368118286;0.6294834613800049;0.6495550870895386
10;0.786790668964386;0.5574228763580322;0.5574229264259338;0.7087999582290649;0.7019137144088745;0.6506735515594483
11;0.796500027179718;0.5486687421798706;0.5486687695980073;0.7231999635696411;0.6295696496963501;0.6447533535957336
12;0.8019468784332275;0.5408771634101868;0.5408771789073944;0.7312000393867493;0.5895078778266907;0.6372459363937378
13;0.8063812255859375;0.5345363020896912;0.5345362973213196;0.7296000123023987;0.6208807229995728;0.6416960191726685
14;0.8037500381469727;0.538144052028656;0.5381440544128417;0.7824000120162964;0.5401145219802856;0.6003623747825623
15;0.8143781423568726;0.5284969210624695;0.5284969091415406;0.753600001335144;0.7019399404525757;0.6127653694152833
16;0.8266874551773071;0.5107353329658508;0.5107354259490967;0.7583999633789062;0.6212517023086548;0.6072262692451477
17;0.8367906212806702;0.49908211827278137;0.4990821135044098;0.7663999795913696;0.5513556003570557;0.5854281759262085
18;0.8410999774932861;0.4934076964855194;0.49340769529342654;0.7680000066757202;0.5997354984283447;0.5851537227630615
19;0.8569187521934509;0.4779457747936249;0.4779458105564117;0.7696000337600708;0.6294786930084229;0.5918617630004883
20;0.8543687462806702;0.4762435555458069;0.4762435686588287;0.7728000283241272;0.5739866495132446;0.5769063305854797
21;0.8618312478065491;0.46539849042892456;0.4653984814882278;0.7567999958992004;0.5359834432601929;0.605146998167038
22;0.8754281401634216;0.44344088435173035;0.4434409201145172;0.7791999578475952;0.5733699798583984;0.5750997591018677
23;0.8815906047821045;0.4424211084842682;0.44242106199264525;0.8032000064849854;0.5895789861679077;0.5555279374122619
24;0.9002406597137451;0.41186171770095825;0.4118617337942123;0.8000000715255737;0.619060754776001;0.5717476606369019
25;0.9033031463623047;0.3992525339126587;0.39925257563591005;0.795199990272522;0.6754441261291504;0.591970534324646
26;0.8937000036239624;0.4153822660446167;0.41538224697113035;0.8048000335693359;0.5614575147628784;0.5739600491523743
27;0.9167781472206116;0.3733363449573517;0.373336341381073;0.7919999957084656;0.5544759035110474;0.602179058790207
28;0.9256094098091125;0.35756224393844604;0.3575622230768204;0.8095999956130981;0.5305010676383972;0.5839938974380493
29;0.9256343841552734;0.3512524366378784;0.35125246465206145;0.8095999956130981;0.5553715825080872;0.5772727620601654
